146	116	92	146	116	92
149	98	59	149	98	59
174	140	99	174	140	99
101	48	34	101	48	34
83	38	31	83	38	31
107	58	44	107	58	44
58	39	28	58	39	28
49	22	17	49	22	17
103	49	36	103	49	36
82	42	33	82	42	33
177	165	127	177	165	127
46	18	16	46	18	16
63	37	27	63	37	27
60	27	22	60	27	22
44	20	15	44	20	15
167	98	65	167	98	65
82	45	31	82	45	31
112	59	43	112	59	43
121	58	44	121	58	44
108	56	43	108	56	43
178	153	116	178	153	116
99	55	51	99	55	51
100	47	37	100	47	37
108	57	41	108	57	41
79	48	35	79	48	35
75	35	29	75	35	29
79	38	28	79	38	28
87	39	30	87	39	30
100	47	37	100	47	37
51	19	15	51	19	15
73	37	24	73	37	24
182	149	109	182	149	109
81	49	46	81	49	46
118	108	81	118	108	81
129	83	68	129	83	68
37	17	14	37	17	14
82	35	29	82	35	29
157	133	88	157	133	88
98	53	42	98	53	42
88	50	47	88	50	47
43	21	16	43	21	16
63	33	25	63	33	25
109	53	39	109	53	39
35	18	15	35	18	15
138	75	53	138	75	53
102	48	35	102	48	35
33	18	13	33	18	13
38	20	15	38	20	15
97	61	51	97	61	51
36	16	14	36	16	14
217	175	123	217	175	123
80	42	34	80	42	34
84	41	34	84	41	34
115	59	49	115	59	49
162	132	113	162	132	113
67	35	29	67	35	29
110	57	47	110	57	47
44	26	19	44	26	19
115	87	67	115	87	67
81	60	48	81	60	48
75	41	30	75	41	30
74	36	27	74	36	27
42	18	15	42	18	15
59	23	20	59	23	20
173	112	79	173	112	79
37	19	15	37	19	15
67	32	27	67	32	27
73	31	25	73	31	25
139	81	62	139	81	62
196	167	119	196	167	119
46	22	15	46	22	15
88	40	34	88	40	34
198	164	113	198	164	113
88	37	30	88	37	30
150	121	85	150	121	85
60	26	21	60	26	21
45	21	14	45	21	14
31	20	17	31	20	17
105	53	41	105	53	41
94	51	36	94	51	36
91	46	36	91	46	36
163	141	108	163	141	108
109	71	46	109	71	46
64	23	18	64	23	18
57	33	24	57	33	24
100	64	42	100	64	42
153	137	118	153	137	118
79	46	34	79	46	34
35	17	13	35	17	13
40	18	15	40	18	15
112	56	45	112	56	45
36	21	16	36	21	16
204	173	112	204	173	112
146	87	64	146	87	64
110	45	40	110	45	40
35	17	13	35	17	13
72	43	31	72	43	31
101	72	36	101	72	36
118	84	61	118	84	61
38	17	13	38	17	13
112	62	47	112	62	47
174	154	118	174	154	118
107	71	54	107	71	54
176	163	132	176	163	132
97	64	45	97	64	45
110	61	48	110	61	48
82	44	34	82	44	34
111	60	42	111	60	42
94	47	38	94	47	38
75	53	43	75	53	43
46	20	14	46	20	14
84	64	41	84	64	41
111	82	65	111	82	65
45	17	12	45	17	12
212	177	119	212	177	119
35	23	20	35	23	20
82	39	29	82	39	29
160	134	101	160	134	101
40	18	12	40	18	12
105	53	41	105	53	41
52	27	22	52	27	22
40	18	13	40	18	13
61	36	27	61	36	27
132	102	79	132	102	79
120	71	49	120	71	49
56	26	18	56	26	18
72	46	35	72	46	35
210	171	116	210	171	116
109	69	54	109	69	54
193	160	119	193	160	119
107	69	52	107	69	52
100	60	47	100	60	47
82	34	27	82	34	27
96	42	31	96	42	31
47	20	15	47	20	15
87	43	33	87	43	33
69	33	30	69	33	30
97	49	35	97	49	35
197	170	115	197	170	115
176	153	116	176	153	116
139	117	100	139	117	100
43	20	15	43	20	15
51	24	18	51	24	18
82	39	32	82	39	32
101	45	36	101	45	36
175	137	94	175	137	94
220	178	123	220	178	123
138	114	81	138	114	81
218	195	138	218	195	138
108	62	48	108	62	48
171	125	82	171	125	82
37	16	15	37	16	15
178	164	117	178	164	117
95	43	34	95	43	34
75	45	35	75	45	35
58	24	19	58	24	19
64	31	26	64	31	26
214	173	112	214	173	112
112	69	51	112	69	51
126	96	73	126	96	73
73	48	38	73	48	38
102	48	39	102	48	39
119	61	46	119	61	46
60	32	26	60	32	26
56	17	13	56	17	13
94	45	38	94	45	38
118	68	46	118	68	46
137	82	63	137	82	63
48	23	19	48	23	19
95	65	68	95	65	68
50	21	18	50	21	18
82	42	34	82	42	34
65	25	22	65	25	22
31	17	14	31	17	14
42	18	14	42	18	14
48	27	23	48	27	23
101	42	36	101	42	36
109	58	44	109	58	44
103	53	40	103	53	40
127	87	67	127	87	67
66	38	25	66	38	25
106	51	40	106	51	40
92	46	37	92	46	37
132	93	58	132	93	58
40	18	15	40	18	15
110	85	62	110	85	62
166	136	103	166	136	103
116	57	46	116	57	46
108	53	44	108	53	44
99	57	40	99	57	40
85	50	34	85	50	34
53	17	14	53	17	14
84	37	30	84	37	30
103	53	40	103	53	40
105	54	40	105	54	40
56	28	20	56	28	20
52	23	20	52	23	20
81	44	33	81	44	33
29	16	15	29	16	15
119	82	56	119	82	56
51	22	15	51	22	15
78	40	31	78	40	31
65	31	27	65	31	27
40	19	15	40	19	15
73	36	27	73	36	27
84	45	37	84	45	37
64	30	24	64	30	24
114	61	45	114	61	45
114	59	43	114	59	43
93	60	48	93	60	48
58	25	20	58	25	20
110	52	41	110	52	41
197	160	111	197	160	111
161	118	78	161	118	78
109	56	43	109	56	43
70	48	36	70	48	36
130	75	69	130	75	69
85	42	36	85	42	36
100	43	35	100	43	35
121	88	68	121	88	68
99	46	37	99	46	37
58	25	19	58	25	19
40	17	14	40	17	14
165	141	102	165	141	102
97	48	35	97	48	35
107	50	41	107	50	41
80	63	47	80	63	47
71	32	26	71	32	26
82	44	37	82	44	37
146	105	87	146	105	87
90	38	32	90	38	32
128	77	54	128	77	54
53	22	18	53	22	18
81	40	32	81	40	32
57	22	19	57	22	19
107	56	48	107	56	48
47	19	17	47	19	17
102	50	41	102	50	41
93	56	49	93	56	49
107	57	28	107	57	28
116	84	68	116	84	68
81	37	30	81	37	30
70	33	28	70	33	28
163	107	78	163	107	78
121	78	58	121	78	58
129	78	56	129	78	56
61	34	26	61	34	26
113	58	44	113	58	44
218	191	133	218	191	133
173	125	79	173	125	79
42	22	16	42	22	16
136	108	83	136	108	83
74	36	27	74	36	27
57	20	15	57	20	15
112	59	46	112	59	46
95	58	48	95	58	48
49	19	16	49	19	16
170	145	112	170	145	112
110	58	43	110	58	43
38	18	13	38	18	13
73	39	31	73	39	31
124	70	54	124	70	54
110	55	43	110	55	43
109	49	40	109	49	40
54	27	28	54	27	28
112	56	41	112	56	41
139	96	79	139	96	79
60	26	20	60	26	20
48	24	20	48	24	20
149	134	99	149	134	99
94	48	40	94	48	40
113	65	43	113	65	43
139	104	82	139	104	82
79	33	25	79	33	25
141	108	89	141	108	89
118	77	59	118	77	59
22	16	11	22	16	11
46	24	21	46	24	21
144	102	68	144	102	68
68	37	34	68	37	34
103	48	40	103	48	40
100	70	61	100	70	61
107	54	42	107	54	42
72	54	25	72	54	25
86	49	37	86	49	37
113	61	49	113	61	49
79	35	27	79	35	27
71	39	31	71	39	31
108	48	41	108	48	41
185	160	108	185	160	108
93	42	34	93	42	34
50	19	14	50	19	14
44	19	15	44	19	15
48	22	16	48	22	16
94	53	35	94	53	35
147	104	81	147	104	81
209	155	107	209	155	107
40	22	17	40	22	17
49	21	18	49	21	18
159	125	104	159	125	104
48	25	17	48	25	17
60	27	22	60	27	22
106	72	45	106	72	45
107	86	78	107	86	78
141	117	89	141	117	89
109	54	43	109	54	43
115	79	65	115	79	65
150	128	99	150	128	99
146	101	73	146	101	73
121	81	63	121	81	63
101	45	37	101	45	37
116	74	58	116	74	58
94	36	30	94	36	30
40	17	14	40	17	14
83	61	50	83	61	50
45	21	20	45	21	20
197	181	123	197	181	123
61	31	24	61	31	24
53	23	16	53	23	16
142	90	63	142	90	63
171	118	80	171	118	80
127	92	78	127	92	78
54	19	15	54	19	15
45	20	19	45	20	19
75	36	26	75	36	26
98	47	35	98	47	35
220	198	135	220	198	135
36	24	20	36	24	20
65	24	19	65	24	19
53	20	17	53	20	17
133	100	70	133	100	70
92	42	34	92	42	34
109	52	41	109	52	41
222	198	137	222	198	137
51	20	18	51	20	18
122	66	53	122	66	53
41	18	15	41	18	15
211	178	126	211	178	126
91	50	41	91	50	41
85	43	34	85	43	34
117	68	54	117	68	54
85	42	31	85	42	31
106	50	43	106	50	43
209	161	112	209	161	112
41	24	19	41	24	19
116	66	57	116	66	57
42	20	19	42	20	19
207	178	114	207	178	114
48	18	15	48	18	15
101	52	40	101	52	40
93	46	34	93	46	34
155	125	94	155	125	94
91	53	39	91	53	39
47	20	14	47	20	14
112	54	42	112	54	42
98	46	36	98	46	36
137	94	79	137	94	79
82	43	32	82	43	32
109	54	42	109	54	42
51	20	14	51	20	14
110	64	47	110	64	47
211	158	111	211	158	111
98	41	35	98	41	35
128	75	61	128	75	61
44	20	14	44	20	14
212	166	108	212	166	108
51	31	21	51	31	21
156	116	72	156	116	72
79	47	36	79	47	36
99	48	40	99	48	40
112	59	44	112	59	44
67	42	30	67	42	30
46	20	16	46	20	16
109	61	48	109	61	48
46	21	17	46	21	17
96	40	32	96	40	32
93	59	39	93	59	39
213	160	114	213	160	114
117	66	46	117	66	46
63	32	27	63	32	27
96	41	33	96	41	33
121	74	59	121	74	59
173	147	112	173	147	112
48	18	13	48	18	13
199	184	123	199	184	123
215	181	116	215	181	116
183	123	88	183	123	88
137	65	45	137	65	45
180	163	122	180	163	122
68	33	28	68	33	28
88	48	39	88	48	39
87	39	33	87	39	33
101	52	39	101	52	39
95	41	34	95	41	34
65	26	20	65	26	20
89	39	31	89	39	31
136	91	70	136	91	70
77	46	36	77	46	36
61	33	27	61	33	27
105	53	39	105	53	39
183	129	96	183	129	96
80	36	28	80	36	28
86	41	29	86	41	29
67	35	30	67	35	30
160	133	98	160	133	98
43	20	16	43	20	16
51	22	17	51	22	17
67	35	31	67	35	31
89	37	30	89	37	30
128	107	79	128	107	79
156	124	88	156	124	88
42	19	14	42	19	14
